filiere_bac,note_maths,note_sciences,note_physique,note_langues,note_philo,interet_principal,niveau,orientation
STM,15.3,12.8,16.4,10.1,12.2,Mécanique,Université,Ingénierie
Economie,9.8,10.2,8.5,13.7,11.7,Finance,Lycée,Commerce
PC,13.4,7.2,8.6,14.2,13.3,Marketing,Lycée,Commerce
Economie,9.8,13.8,7.6,13.4,16.1,Sciences humaines,Lycée,Psychologie
Lettres,9.0,13.5,9.3,13.9,14.2,Sciences humaines,Université,Psychologie
SVT,8.8,9.5,9.7,16.9,12.9,Culture,Université,Langues
Lettres,9.2,9.5,7.5,16.7,16.3,Politique,Lycée,Droit
PC,17.8,11.3,12.8,11.5,9.4,Construction,Université,Ingénierie
STM,15.9,11.9,15.6,11.3,9.8,Programmation,Lycée,Informatique
PC,12.5,9.4,8.0,16.4,13.2,Business,Lycée,Commerce
Lettres,10.3,9.7,9.3,18.9,14.2,Littérature,Lycée,Langues
SVT,8.6,9.0,10.8,15.3,16.8,Justice,Université,Droit
STM,17.5,13.7,17.1,10.6,8.3,Construction,Université,Ingénierie
STM,17.3,11.6,13.2,11.0,11.4,Technologie,Lycée,Informatique
Economie,14.3,10.1,11.1,13.5,10.8,Finance,Université,Commerce
SVT,7.2,13.1,7.4,13.2,16.4,Biologie,Université,Psychologie
Economie,10.9,8.3,10.9,15.9,12.4,Finance,Université,Commerce
SVT,16.1,16.1,15.3,11.0,11.1,Sciences,Université,Médecine
SVT,13.3,17.2,17.1,11.3,8.2,Sciences,Lycée,Médecine
Lettres,11.4,8.0,10.4,16.0,10.5,Finance,Lycée,Commerce
STM,15.8,11.9,19.1,9.2,10.0,Technologie,Lycée,Ingénierie
STM,13.5,16.6,17.7,10.3,9.9,Technologie,Lycée,Ingénierie
SVT,15.0,17.6,16.7,9.8,11.3,Technologie,Lycée,Ingénierie
SVT,17.0,12.2,16.4,11.6,7.7,Programmation,Lycée,Informatique
PC,9.6,11.5,13.9,12.9,12.2,Design,Lycée,Architecture
Lettres,7.3,8.1,8.2,18.7,13.9,Littérature,Université,Langues
SVT,14.0,13.8,17.8,11.2,10.1,Construction,Lycée,Ingénierie
SVT,16.7,15.6,17.6,12.0,9.5,Technologie,Université,Ingénierie
PC,16.1,10.8,17.7,9.9,10.6,Mécanique,Lycée,Ingénierie
Economie,9.7,8.1,9.0,15.1,15.6,Politique,Université,Droit
Lettres,6.6,11.6,9.8,11.7,16.5,Santé,Université,Psychologie
STM,18.5,12.7,13.9,9.1,9.6,Programmation,Lycée,Informatique
SVT,9.2,10.6,9.0,16.1,16.6,Politique,Lycée,Droit
Economie,9.6,10.9,9.3,17.6,14.3,Littérature,Université,Langues
SVT,15.8,17.7,18.3,11.0,11.1,Santé,Lycée,Médecine
SVT,8.2,10.6,9.0,16.2,14.5,Littérature,Lycée,Langues
Lettres,9.0,14.5,10.9,15.5,14.6,Sciences humaines,Université,Psychologie
PC,17.1,17.7,18.7,11.4,12.7,Sciences,Lycée,Médecine
Lettres,9.3,8.7,9.4,15.5,16.1,Histoire,Université,Droit
SVT,7.9,10.4,10.5,14.9,16.6,Histoire,Lycée,Droit
PC,15.1,14.2,16.5,10.5,10.9,Construction,Lycée,Ingénierie
SVT,6.9,12.5,8.8,13.4,14.5,Santé,Université,Psychologie
PC,15.1,16.1,16.2,11.7,11.9,Santé,Lycée,Médecine
SVT,13.9,14.2,15.3,10.1,9.5,Art,Lycée,Architecture
Lettres,8.2,10.3,7.7,18.1,15.1,Sciences humaines,Université,Langues
SVT,16.9,17.1,14.9,10.8,11.3,Santé,Lycée,Médecine
SVT,17.2,13.2,13.4,13.2,10.2,Programmation,Université,Informatique
SVT,10.5,10.9,9.1,14.7,14.6,Politique,Université,Droit
Lettres,9.2,5.8,10.2,13.4,16.7,Histoire,Lycée,Droit
PC,11.4,9.2,11.3,15.2,11.6,Marketing,Lycée,Commerce
STM,19.1,14.3,12.0,10.2,11.9,Santé,Université,Informatique
Lettres,6.8,8.2,8.9,18.3,14.5,Jeux vidéo,Lycée,Langues
Economie,13.3,9.0,8.6,15.4,13.5,Business,Université,Commerce
STM,16.4,12.4,17.5,10.6,8.3,Mécanique,Lycée,Ingénierie
Economie,13.2,13.7,12.2,12.8,13.8,Construction,Lycée,Architecture
Lettres,10.8,10.1,6.7,14.9,18.2,Design,Lycée,Droit
SVT,9.0,7.9,5.7,15.4,16.1,Design,Lycée,Droit
SVT,14.1,15.5,14.3,12.5,13.5,Santé,Lycée,Médecine
STM,15.9,12.7,16.5,10.4,10.5,Construction,Lycée,Ingénierie
PC,10.9,10.9,12.3,15.2,11.3,Finance,Université,Commerce
SVT,12.3,19.3,14.4,12.5,11.8,Sciences,Lycée,Médecine
Lettres,14.0,9.1,8.4,14.7,14.0,Construction,Université,Commerce
SVT,16.3,16.6,13.8,12.7,11.9,Santé,Université,Médecine
SVT,15.5,13.4,14.1,10.8,10.0,Programmation,Université,Informatique
PC,10.8,11.7,5.9,14.6,12.5,Littérature,Lycée,Commerce
PC,17.1,11.2,13.8,9.6,11.6,Technologie,Université,Informatique
PC,15.6,13.2,18.1,10.5,12.1,Construction,Université,Ingénierie
Economie,9.0,13.4,10.3,15.2,15.2,Philosophie,Lycée,Psychologie
STM,15.9,14.3,16.9,10.2,10.3,Construction,Lycée,Ingénierie
Lettres,6.9,15.1,7.9,11.2,15.8,Santé,Université,Psychologie
SVT,14.5,17.6,15.7,12.7,10.6,Biologie,Lycée,Médecine
Economie,14.7,12.2,16.1,8.7,8.6,Jeux vidéo,Université,Ingénierie
Lettres,12.2,7.7,10.4,15.4,11.2,Business,Lycée,Commerce
PC,13.9,14.0,16.1,10.4,9.7,Technologie,Lycée,Ingénierie
SVT,9.3,13.3,8.5,10.3,15.2,Sciences humaines,Université,Psychologie
SVT,9.9,8.5,8.1,14.9,16.0,Justice,Lycée,Droit
Lettres,7.9,8.8,9.4,16.2,16.9,Histoire,Université,Droit
SVT,19.1,11.5,12.3,11.6,12.8,Programmation,Lycée,Informatique
PC,13.5,11.8,14.3,12.1,11.3,Design,Université,Architecture
SVT,6.7,10.4,9.2,14.7,18.5,Justice,Lycée,Droit
STM,13.5,12.6,14.8,11.5,7.6,Mécanique,Lycée,Ingénierie
Economie,10.3,10.2,7.7,16.4,14.3,Littérature,Université,Langues
PC,14.7,18.0,15.8,12.7,10.9,Santé,Lycée,Médecine
PC,17.8,13.2,14.3,10.5,11.8,Technologie,Lycée,Informatique
PC,15.9,13.5,16.4,11.5,10.1,Mécanique,Université,Ingénierie
SVT,16.5,12.3,16.8,10.5,8.2,Mécanique,Lycée,Ingénierie
PC,11.0,10.6,13.4,13.8,12.3,Art,Université,Architecture
SVT,13.0,8.8,7.4,15.8,11.0,Finance,Université,Commerce
Economie,12.9,8.2,10.8,13.5,11.7,Business,Université,Commerce
Economie,10.4,6.9,9.6,15.7,14.5,Voyage,Université,Langues
Lettres,12.5,9.4,10.5,14.3,12.4,Finance,Lycée,Commerce
Lettres,8.8,13.1,9.0,13.6,16.4,Sciences humaines,Lycée,Psychologie
PC,16.5,14.2,14.2,10.2,11.0,Technologie,Lycée,Informatique
STM,15.7,14.0,13.6,12.1,7.9,Business,Université,Informatique
PC,11.8,12.9,13.1,12.8,13.1,Art,Lycée,Architecture
STM,12.8,12.0,13.3,12.2,8.9,Construction,Lycée,Architecture
Lettres,8.9,15.2,11.0,13.8,16.4,Santé,Université,Psychologie
STM,16.0,10.6,20.0,9.7,10.3,Biologie,Lycée,Ingénierie
SVT,15.9,10.3,16.3,12.0,13.0,Mécanique,Lycée,Ingénierie
Lettres,6.2,12.6,8.8,12.1,16.6,Sciences humaines,Lycée,Psychologie
STM,15.4,14.0,14.7,11.3,9.0,Technologie,Lycée,Informatique
Lettres,8.8,10.0,8.7,15.7,15.3,Histoire,Lycée,Droit
PC,15.7,14.4,16.3,10.6,10.0,Construction,Lycée,Ingénierie
Economie,9.4,12.1,9.0,14.6,14.7,Sciences humaines,Lycée,Psychologie
Lettres,9.5,7.4,9.0,17.9,13.9,Culture,Lycée,Langues
Lettres,12.4,11.0,9.0,16.3,13.3,Business,Université,Commerce
PC,18.6,12.9,13.1,13.1,8.4,Jeux vidéo,Lycée,Informatique
SVT,14.9,18.2,15.6,11.9,12.0,Sciences,Université,Médecine
PC,14.9,17.4,15.4,14.5,9.9,Biologie,Lycée,Médecine
SVT,11.2,9.0,9.2,17.6,14.4,Voyage,Université,Langues
Economie,8.6,7.3,9.8,16.4,12.4,Culture,Université,Langues
Lettres,10.2,13.8,9.7,12.8,14.2,Santé,Université,Psychologie
Economie,8.5,11.9,11.0,15.0,16.3,Philosophie,Lycée,Psychologie
PC,11.1,11.2,10.2,14.5,11.8,Marketing,Université,Commerce
Lettres,9.1,12.6,9.3,14.1,16.0,Sciences humaines,Lycée,Psychologie
SVT,10.3,8.3,9.6,15.1,15.0,Politique,Lycée,Droit
PC,14.4,17.5,17.6,13.3,10.2,Sciences,Lycée,Médecine
STM,15.1,12.2,15.1,11.8,10.7,Jeux vidéo,Lycée,Informatique
Lettres,8.9,9.7,10.0,14.7,16.0,Justice,Lycée,Droit
SVT,9.2,10.2,7.2,16.3,17.2,Histoire,Université,Droit
PC,16.8,13.5,15.6,10.2,9.2,Technologie,Université,Informatique
Economie,9.0,7.5,10.6,17.1,13.5,Culture,Lycée,Langues
SVT,8.3,7.1,8.0,14.9,16.9,Justice,Lycée,Droit
Economie,7.8,13.1,9.8,12.9,15.0,Philosophie,Lycée,Psychologie
Lettres,11.3,8.5,7.1,14.7,10.4,Business,Université,Commerce
Economie,10.2,8.8,7.0,17.3,15.4,Culture,Lycée,Langues
Economie,10.9,11.0,8.0,16.8,12.1,Finance,Lycée,Commerce
Lettres,6.9,7.5,9.0,18.0,14.5,Littérature,Université,Langues
SVT,10.4,8.6,8.6,14.7,15.8,Politique,Lycée,Droit
Lettres,9.4,4.2,8.5,18.3,14.3,Littérature,Université,Langues
Economie,7.1,8.8,9.6,18.4,14.2,Culture,Lycée,Langues
SVT,14.9,13.8,16.0,12.0,11.1,Mécanique,Lycée,Ingénierie
Economie,6.6,12.1,8.7,13.4,16.3,Santé,Lycée,Psychologie
PC,16.1,17.4,14.4,12.9,10.5,Biologie,Université,Médecine
SVT,14.3,12.5,18.2,11.0,11.4,Technologie,Université,Ingénierie
SVT,7.9,7.6,8.0,17.6,15.4,Culture,Lycée,Langues
STM,17.3,15.1,15.0,10.0,13.2,Programmation,Université,Informatique
PC,15.4,13.1,12.5,11.4,9.1,Technologie,Lycée,Informatique
SVT,9.3,13.0,7.2,11.8,15.4,Philosophie,Lycée,Psychologie
SVT,13.4,17.7,16.6,12.2,10.2,Biologie,Lycée,Médecine
Lettres,9.4,13.4,9.4,13.2,15.9,Santé,Lycée,Psychologie
STM,13.0,11.9,14.7,11.3,13.1,Construction,Université,Architecture
PC,17.6,13.0,12.7,9.8,9.0,Technologie,Lycée,Informatique
SVT,17.8,14.4,13.4,9.7,9.6,Technologie,Lycée,Informatique
Economie,12.7,8.3,9.4,13.6,10.2,Finance,Université,Commerce
Economie,10.9,10.8,8.6,15.6,17.5,Histoire,Université,Droit
STM,13.1,9.5,14.7,11.6,11.6,Design,Lycée,Architecture
PC,15.3,18.7,15.3,12.0,10.7,Santé,Lycée,Médecine
SVT,8.9,11.1,8.7,18.5,13.3,Littérature,Université,Langues
SVT,7.8,12.5,7.6,13.7,16.5,Santé,Lycée,Psychologie
PC,10.5,9.5,9.4,14.4,10.8,Finance,Université,Commerce
Economie,7.1,11.7,9.4,12.6,16.8,Santé,Lycée,Psychologie
PC,13.2,10.0,8.3,15.3,10.2,Business,Lycée,Commerce
Economie,6.7,12.3,9.5,17.1,13.5,Culture,Lycée,Langues
Economie,11.1,8.5,10.2,15.3,16.7,Politique,Lycée,Droit
SVT,7.5,9.0,8.6,15.7,16.1,Histoire,Université,Droit
PC,11.3,12.0,14.3,12.2,13.4,Construction,Lycée,Architecture
SVT,9.8,9.9,7.4,16.8,14.9,Littérature,Université,Langues
SVT,8.7,9.5,7.4,17.2,14.7,Culture,Lycée,Langues
SVT,13.6,11.3,14.7,12.6,10.1,Construction,Université,Architecture
SVT,7.9,12.8,9.3,13.3,16.6,Littérature,Lycée,Psychologie
STM,16.0,11.5,16.7,10.3,8.8,Mécanique,Lycée,Ingénierie
Lettres,10.2,9.3,8.8,15.2,13.1,Voyage,Lycée,Langues
PC,15.3,10.7,12.8,11.8,9.9,Jeux vidéo,Lycée,Informatique
STM,14.8,13.4,16.8,12.1,13.7,Mécanique,Lycée,Ingénierie
Lettres,7.5,8.5,6.5,15.0,17.8,Justice,Lycée,Droit
PC,14.2,11.5,18.7,10.4,11.5,Construction,Lycée,Ingénierie
Lettres,7.9,10.3,7.5,17.3,13.2,Littérature,Université,Langues
PC,14.1,14.3,17.2,10.7,10.8,Technologie,Lycée,Ingénierie
PC,13.9,13.6,16.6,11.0,10.1,Technologie,Lycée,Ingénierie
STM,18.1,13.2,14.8,11.5,12.0,Technologie,Université,Informatique
Lettres,8.8,14.5,9.8,13.1,15.4,Santé,Université,Psychologie
SVT,8.7,15.1,8.3,12.8,17.2,Philosophie,Lycée,Psychologie
Economie,11.8,9.3,10.6,14.8,11.6,Business,Lycée,Commerce
Lettres,9.6,8.7,9.0,15.5,15.9,Finance,Université,Droit
STM,13.0,10.2,13.0,12.7,13.5,Art,Université,Architecture
SVT,10.1,11.8,8.1,19.1,13.5,Littérature,Université,Langues
SVT,17.6,12.0,11.6,8.8,10.4,Technologie,Université,Informatique
STM,14.6,11.8,15.5,14.0,11.4,Art,Lycée,Architecture
STM,13.5,12.6,11.4,13.0,14.7,Design,Lycée,Architecture
Lettres,12.9,9.7,9.6,16.4,13.3,Business,Université,Commerce
SVT,8.8,13.7,10.2,13.3,15.6,Sciences humaines,Lycée,Psychologie
Economie,9.9,9.1,11.1,13.8,16.9,Histoire,Université,Droit
STM,15.6,12.4,14.0,12.5,8.4,Programmation,Lycée,Informatique
SVT,17.9,10.7,15.2,9.2,10.0,Biologie,Université,Informatique
SVT,14.8,16.5,16.8,10.0,11.4,Sciences,Université,Médecine
Economie,9.2,12.1,10.7,14.4,14.7,Sciences humaines,Université,Psychologie
PC,15.3,12.5,12.5,9.2,11.8,Technologie,Lycée,Informatique
Lettres,8.5,11.6,7.8,13.5,16.6,Philosophie,Lycée,Psychologie
SVT,8.1,8.8,7.6,15.5,16.3,Histoire,Lycée,Droit
Economie,11.7,12.1,8.8,13.9,17.9,Philosophie,Lycée,Psychologie
PC,17.7,13.2,13.7,10.4,8.4,Technologie,Université,Informatique
Economie,8.5,9.8,10.0,15.1,17.6,Histoire,Université,Droit
Economie,6.5,13.1,9.1,12.6,16.5,Sciences humaines,Université,Psychologie
Lettres,8.6,11.1,7.3,14.4,15.8,Justice,Université,Droit
PC,14.1,16.1,17.4,10.2,10.6,Justice,Université,Médecine
PC,14.7,17.5,15.8,11.9,12.0,Sciences,Lycée,Médecine
STM,12.6,13.5,13.4,9.3,10.1,Construction,Lycée,Architecture
PC,14.4,13.5,17.6,9.9,11.4,Mécanique,Lycée,Ingénierie
Economie,8.3,8.0,10.0,17.0,14.1,Culture,Université,Langues
PC,14.1,13.6,16.0,11.3,10.3,Mécanique,Lycée,Ingénierie
SVT,8.5,9.0,7.5,17.5,14.0,Finance,Lycée,Langues
Lettres,9.0,13.3,7.9,14.5,15.8,Santé,Université,Psychologie
Economie,10.5,11.6,8.2,16.7,11.4,Marketing,Lycée,Commerce
PC,16.1,17.5,16.5,13.2,15.2,Biologie,Lycée,Médecine
Lettres,8.4,9.0,9.5,16.9,15.2,Voyage,Université,Langues
PC,15.1,16.6,15.8,11.5,9.3,Santé,Lycée,Médecine
Economie,6.5,7.6,8.7,18.7,15.0,Voyage,Lycée,Langues
PC,14.4,12.3,12.9,12.4,11.9,Design,Lycée,Architecture
SVT,12.5,11.7,14.9,13.2,13.0,Construction,Lycée,Architecture
PC,15.4,12.5,14.4,11.4,8.9,Technologie,Lycée,Informatique
PC,13.7,16.5,13.9,12.2,12.7,Santé,Université,Médecine
PC,13.0,9.8,10.1,16.2,12.8,Design,Lycée,Commerce
SVT,8.8,14.9,8.0,13.0,16.2,Philosophie,Lycée,Psychologie
Lettres,8.8,13.6,8.5,13.5,16.2,Philosophie,Université,Psychologie
Lettres,14.0,9.8,9.6,13.8,11.0,Finance,Lycée,Commerce
Economie,10.0,14.1,10.2,14.0,14.1,Sciences humaines,Lycée,Psychologie
PC,17.2,13.2,15.6,10.5,8.9,Mécanique,Université,Ingénierie
SVT,15.3,17.4,15.3,10.1,10.4,Santé,Lycée,Médecine
SVT,8.9,14.0,10.2,14.5,15.7,Philosophie,Lycée,Psychologie
SVT,8.1,8.5,9.8,16.2,16.2,Justice,Lycée,Droit
STM,18.3,11.9,14.5,8.7,13.0,Technologie,Lycée,Informatique
SVT,10.4,9.3,9.8,18.9,13.0,Culture,Lycée,Langues
SVT,7.0,11.9,9.5,10.3,16.0,Santé,Lycée,Psychologie
SVT,15.7,17.8,16.1,14.2,9.8,Sciences,Lycée,Médecine
STM,14.7,13.7,16.5,10.9,8.9,Mécanique,Université,Ingénierie
Lettres,8.0,12.8,8.2,14.8,14.6,Santé,Université,Psychologie
Lettres,14.3,10.3,9.1,14.4,12.0,Marketing,Lycée,Commerce
PC,13.1,13.0,14.5,14.3,11.2,Design,Université,Architecture
SVT,14.4,16.1,14.7,12.9,12.5,Biologie,Université,Médecine
STM,12.9,12.3,11.7,9.5,8.1,Art,Lycée,Architecture
SVT,17.6,13.6,14.6,12.4,10.6,Programmation,Lycée,Informatique
SVT,9.4,6.4,8.4,18.2,16.6,Politique,Lycée,Droit
Economie,7.0,7.3,8.2,15.1,15.5,Justice,Lycée,Droit
Economie,13.1,7.1,9.0,14.9,14.2,Business,Lycée,Commerce
STM,17.5,15.1,15.7,9.6,11.0,Technologie,Université,Informatique
SVT,15.7,13.1,17.0,9.8,11.8,Construction,Université,Ingénierie
SVT,8.4,8.8,8.7,15.8,14.6,Littérature,Université,Langues
STM,15.7,12.0,15.8,10.8,10.7,Mécanique,Université,Ingénierie
SVT,16.3,15.3,14.0,10.0,9.7,Jeux vidéo,Lycée,Informatique
Lettres,8.3,12.9,9.3,17.0,12.6,Voyage,Lycée,Langues
STM,17.2,12.2,17.9,8.0,8.7,Mécanique,Université,Ingénierie
PC,16.0,16.8,14.9,11.0,8.6,Sciences,Université,Médecine
PC,17.8,17.3,15.0,14.8,14.0,Mécanique,Lycée,Médecine
SVT,7.2,11.7,9.2,13.0,15.2,Santé,Lycée,Psychologie
SVT,13.7,17.5,15.8,13.7,14.5,Biologie,Université,Médecine
PC,17.3,11.5,12.2,13.1,10.5,Technologie,Lycée,Informatique
Lettres,7.0,7.8,9.2,14.6,17.8,Biologie,Université,Droit
SVT,17.2,14.4,15.8,10.2,11.7,Programmation,Université,Informatique
STM,12.9,10.6,14.3,13.1,11.4,Art,Lycée,Architecture
STM,15.6,13.5,15.7,10.9,11.6,Mécanique,Université,Ingénierie
STM,16.7,15.2,13.9,10.0,9.0,Jeux vidéo,Lycée,Informatique
PC,14.7,12.6,14.0,12.3,11.3,Design,Lycée,Architecture
SVT,10.0,15.2,8.3,15.0,15.5,Philosophie,Université,Psychologie
Economie,7.3,11.4,9.9,15.0,15.6,Politique,Université,Psychologie
Lettres,9.9,9.5,8.1,18.9,11.9,Littérature,Lycée,Langues
Economie,9.7,13.5,7.0,12.6,15.4,Philosophie,Université,Psychologie
Economie,8.7,6.9,10.5,14.3,16.3,Justice,Lycée,Droit
SVT,7.2,8.7,9.2,18.1,14.7,Littérature,Lycée,Langues
Lettres,12.9,12.8,13.8,12.1,14.8,Art,Université,Architecture
PC,15.0,16.9,16.5,11.9,11.9,Biologie,Lycée,Médecine
Lettres,9.7,13.6,8.7,14.2,16.5,Philosophie,Lycée,Psychologie
PC,14.4,12.5,14.8,10.7,10.0,Mécanique,Université,Ingénierie
SVT,8.9,6.8,8.7,17.0,15.5,Culture,Lycée,Langues
SVT,15.9,15.1,12.4,11.2,9.3,Jeux vidéo,Lycée,Informatique
PC,12.4,8.3,8.4,16.3,14.1,Business,Lycée,Commerce
PC,16.8,15.1,14.7,10.2,11.0,Technologie,Lycée,Informatique
STM,15.1,12.5,13.8,12.8,10.7,Technologie,Université,Informatique
Economie,13.5,8.2,9.4,14.6,11.3,Finance,Université,Commerce
Economie,8.7,13.5,9.0,11.7,15.6,Philosophie,Université,Psychologie
PC,16.0,13.0,18.2,9.6,9.9,Design,Université,Ingénierie
Economie,11.0,10.8,8.7,18.9,13.6,Voyage,Université,Langues
Lettres,8.6,8.7,6.2,17.2,14.7,Littérature,Université,Langues
Economie,8.5,13.7,10.2,13.0,15.4,Sciences humaines,Lycée,Psychologie
PC,13.3,11.8,13.7,11.6,12.6,Design,Lycée,Architecture
PC,11.5,15.5,13.5,10.9,10.1,Design,Université,Architecture
SVT,9.0,8.5,8.8,17.4,12.2,Culture,Lycée,Langues
SVT,14.9,11.7,13.7,12.6,12.5,Construction,Lycée,Architecture
Economie,8.7,12.8,8.4,14.0,16.4,Sciences humaines,Université,Psychologie
PC,12.8,18.6,14.4,11.5,10.6,Santé,Lycée,Médecine
Lettres,9.9,9.6,7.5,17.0,13.8,Culture,Université,Langues
Lettres,9.1,7.7,10.5,14.1,16.6,Justice,Université,Droit
Economie,10.8,10.9,9.3,18.3,14.1,Voyage,Lycée,Langues
SVT,11.1,11.7,16.0,10.1,9.4,Construction,Université,Architecture
Economie,7.3,14.4,8.9,13.2,15.4,Philosophie,Université,Psychologie
Lettres,7.6,10.7,7.5,17.6,13.8,Voyage,Université,Langues
Lettres,10.2,8.3,9.4,18.2,14.0,Littérature,Université,Langues
PC,15.5,11.1,13.9,11.7,12.8,Construction,Université,Architecture
Economie,12.4,9.9,9.5,14.9,11.0,Business,Lycée,Commerce
Economie,9.8,12.8,7.5,15.0,15.8,Santé,Université,Psychologie
PC,11.8,13.2,14.8,11.4,12.6,Construction,Université,Architecture
Lettres,10.8,12.9,10.6,12.8,17.0,Philosophie,Université,Psychologie
Economie,8.2,6.6,7.6,17.5,13.6,Littérature,Lycée,Langues
SVT,13.8,15.8,15.9,11.9,12.1,Justice,Lycée,Médecine
Economie,13.9,9.8,7.7,13.8,14.4,Marketing,Université,Commerce
SVT,15.6,13.4,14.5,11.8,13.3,Art,Université,Architecture
PC,12.0,11.2,13.6,10.6,10.4,Construction,Lycée,Architecture
PC,10.0,10.1,9.5,16.1,11.6,Finance,Lycée,Commerce
Lettres,13.1,12.8,13.9,12.1,10.9,Art,Lycée,Architecture
SVT,14.4,15.2,13.3,10.3,12.3,Construction,Université,Architecture
STM,15.8,13.2,16.5,9.9,8.5,Technologie,Université,Ingénierie
Lettres,11.3,11.2,7.8,14.6,12.2,Finance,Lycée,Commerce
PC,9.2,10.6,10.5,16.9,14.3,Marketing,Lycée,Commerce
STM,14.2,10.7,13.1,12.8,12.3,Design,Lycée,Architecture
STM,11.3,13.0,14.8,10.4,12.2,Finance,Université,Architecture
STM,13.0,14.2,12.0,13.4,12.6,Construction,Lycée,Architecture
Economie,10.5,10.1,11.6,15.0,17.7,Finance,Université,Droit
Lettres,8.8,12.9,9.3,12.3,16.9,Philosophie,Lycée,Psychologie
PC,13.6,12.1,13.1,13.5,10.4,Design,Université,Architecture
SVT,13.9,11.4,11.1,12.8,13.2,Art,Lycée,Architecture
STM,13.5,13.0,12.8,10.9,11.3,Design,Lycée,Architecture
Lettres,7.7,9.2,7.1,17.2,14.2,Culture,Lycée,Langues
Economie,9.0,9.1,9.9,18.0,13.6,Littérature,Université,Langues
STM,11.8,12.0,13.4,11.5,12.3,Design,Lycée,Architecture
PC,6.6,14.0,8.4,12.9,16.2,Santé,Lycée,Psychologie
PC,10.2,14.5,9.2,16.2,17.6,Santé,Université,Psychologie
SVT,9.3,8.6,9.7,18.7,13.3,Littérature,Lycée,Langues
Economie,9.7,12.9,7.1,14.0,14.9,Philosophie,Lycée,Psychologie
PC,16.7,12.0,16.8,12.2,8.2,Technologie,Lycée,Ingénierie
Economie,11.2,9.4,8.9,15.7,15.7,Littérature,Lycée,Commerce
Lettres,9.7,10.2,9.3,16.0,15.4,Politique,Université,Droit
Lettres,10.2,15.2,9.5,14.5,16.9,Philosophie,Lycée,Psychologie
PC,11.8,10.8,8.6,12.8,11.8,Finance,Université,Commerce
Lettres,12.4,10.1,9.4,17.3,13.1,Business,Université,Commerce
Economie,10.9,10.7,10.6,13.8,10.9,Business,Université,Commerce
Lettres,9.3,8.6,5.7,15.3,16.5,Histoire,Lycée,Droit
SVT,14.2,13.7,13.5,12.4,11.3,Santé,Lycée,Architecture
SVT,8.7,7.4,10.4,16.9,12.2,Littérature,Lycée,Langues
SVT,11.3,9.8,9.7,16.4,15.7,Politique,Lycée,Droit
Lettres,10.7,8.2,10.1,14.0,13.0,Business,Université,Commerce
PC,8.1,9.0,7.0,16.9,16.5,Politique,Université,Droit
Economie,8.0,13.4,7.9,14.7,10.4,Business,Lycée,Commerce
SVT,8.8,9.3,10.4,16.1,14.8,Histoire,Université,Droit
Lettres,9.4,8.1,8.8,16.0,16.2,Littérature,Université,Langues
PC,12.2,6.8,10.2,15.9,11.2,Business,Université,Commerce
Economie,9.5,15.4,7.9,13.5,16.8,Philosophie,Lycée,Psychologie
SVT,14.7,11.0,15.8,12.8,11.5,Construction,Lycée,Architecture
PC,16.4,17.9,16.0,14.6,11.1,Art,Université,Médecine
Economie,10.9,11.9,7.5,13.7,16.8,Philosophie,Université,Psychologie
PC,16.6,13.3,14.9,12.1,11.1,Programmation,Université,Informatique
Economie,9.6,7.7,8.3,14.5,17.3,Justice,Lycée,Droit
PC,10.9,8.5,8.4,14.6,13.0,Marketing,Université,Commerce
STM,12.5,13.1,13.7,10.5,12.9,Art,Université,Architecture
SVT,9.9,10.0,6.9,13.6,9.9,Business,Université,Commerce
SVT,16.4,11.4,18.0,11.0,10.1,Mécanique,Lycée,Ingénierie
Economie,8.1,7.8,6.3,17.5,13.7,Voyage,Université,Langues
Lettres,10.2,9.8,9.4,17.3,13.5,Littérature,Lycée,Langues
PC,14.6,10.0,13.6,9.3,11.7,Construction,Lycée,Architecture
SVT,15.1,12.9,17.6,9.4,12.8,Construction,Lycée,Ingénierie
SVT,8.3,8.3,9.8,18.8,14.5,Programmation,Université,Langues
Economie,6.8,8.3,9.4,15.8,16.1,Justice,Université,Droit
SVT,17.5,12.5,14.7,7.4,11.8,Programmation,Lycée,Informatique
SVT,13.9,18.1,16.8,13.1,12.4,Sciences,Université,Médecine
STM,16.4,16.1,16.0,9.1,10.6,Mécanique,Lycée,Ingénierie
STM,13.4,10.3,17.0,9.9,9.6,Construction,Lycée,Ingénierie
SVT,13.7,17.9,16.8,10.3,10.3,Biologie,Université,Médecine
PC,15.6,13.9,17.6,11.3,9.9,Construction,Lycée,Ingénierie
Lettres,7.4,13.2,7.3,13.2,14.9,Philosophie,Lycée,Psychologie
Economie,9.4,8.1,9.6,16.2,15.9,Histoire,Lycée,Droit
SVT,10.7,7.9,8.6,15.9,17.1,Histoire,Université,Droit
Lettres,9.5,12.9,8.0,14.1,17.1,Santé,Lycée,Psychologie
Economie,11.9,9.5,8.1,16.3,13.2,Business,Université,Commerce
Economie,8.1,12.3,8.0,14.8,15.2,Philosophie,Université,Psychologie
PC,11.8,9.0,11.2,14.5,11.4,Business,Université,Commerce
Lettres,10.5,13.7,8.1,14.5,15.1,Santé,Lycée,Psychologie
STM,15.6,13.7,16.3,9.8,9.7,Construction,Lycée,Ingénierie
Economie,9.9,8.7,9.4,15.2,10.8,Littérature,Université,Langues
Economie,12.0,10.1,10.4,16.3,13.7,Finance,Lycée,Commerce
